index,code,round_number,effort,fails,last_button,score,topic,signal,belief,certainty,theta,omega,treatment,overconfident,underconfident,correct,misspecification,gender,nationality,misspecification_num,round_misspecification,topic_num,player_code,effort_change,effort_change_indicator,effort_change_sum,last_button_consistent,last_button_correct,treatment_indic,interaction,current_belief_start,belief_change,change_indicator,change_indicator_sum,effort_next,gender_nationality,lr,log_lr,switcher,dogmatic,bayesian,self-serving,switcher_belief,signals_ss,signals_switcher,signals_dogmatic,signals_bay,distance_bayes,distance_switcher,distance_dogmatic,distance_bayesian,distance_self-serving,distance_switcher_2,distance_dogmatic_2,distance_bayesian_2,distance_self-serving_2,distance_switcher_2sum,distance_dogmatic_2sum,distance_bayesian_2sum,distance_self-serving_2sum,best_model,distance_switcher_abs,distance_dogmatic_abs,distance_bayesian_abs,distance_self-serving_abs,distance_switcher_sum,distance_dogmatic_sum,distance_bayesian_sum,distance_self-serving_sum,best_model_abs,correct_e,signal_prev,effort_prev,signal_avg,news_diff,misspecification_over,misspecification_under,misspecification_correct,misspecification_over_news_diff,misspecification_under_news_diff,misspecification_correct_news_diff,news,confirming_news,signal_range,signals_switcher_avg,signals_dogmatic_avg,signals_bay_avg,signals_ss_avg,effort_change_switcher,effort_change_dogmatic,effort_change_bay,effort_change_ss,signal_switcher_diff,signal_dogmatic_diff,signal_bay_diff,signal_ss_diff,news_switcher,news_dogmatic,news_bay,news_ss,signal_type,learned,learned_all,trap,learned_num,trap_choice
10,0m2xzxgv,11,0,6,2,9,Science and Technology,4,0,75,1,0,ego,0,1,0,under,Male,non-US National,-1,1,2,0m2xzxgv2,-2.0,1,7,0,0,0,0,2,0.0,0,6,2.0,Male non-US National,1.0,0.0,0,1,0,0,0,4,1,4,4,0,0,-1,0,0,0,1,0,0,102,55,83,74,Dogmatic,0,1,0,0,70,47,57,52,1,1.0,0.0,2.0,2.090909090909091,-2.090909090909091,0,1,0,-0.0,-2.090909090909091,-0.0,Bad News,confirming,less than 5,3.090909090909091,2.8181818181818183,3.272727272727273,3.272727272727273,0.0,0.0,0.0,0.0,-2.090909090909091,1.1818181818181817,0.7272727272727271,0.7272727272727271,Bad News,Good News,Good News,Good News,negative,0,0,1,0,0
11,0zs7j0mw,1,2,9,2,16,Science and Technology,1,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,0,2,0zs7j0mw2,,0,9,0,1,0,0,1,1.0,1,11,0.0,Male non-US National,,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,47,61,84,63,Switcher,1,1,1,1,41,45,58,49,0,0.0,,,1.0,,0,1,0,,,,Bad News,,less than 5,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,No News,No News,No News,No News,negative,0,0,0,0,0
12,0zs7j0mw,2,0,4,1,16,Science and Technology,6,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,-2.0,1,9,1,0,0,0,0,-1.0,1,11,1.0,Male non-US National,0.9740638960337751,-0.026278375813910744,0,0,1,1,0,3,3,3,3,-1,0,0,-1,-1,0,0,1,1,47,61,84,63,Switcher,0,0,1,1,41,45,58,49,0,1.0,1.0,2.0,3.5,-2.5,0,1,0,-0.0,-2.5,-0.0,Bad News,confirming,more than 5,1.5,1.5,1.5,1.5,-1.0,-1.0,0.0,0.0,1.5,1.5,1.5,1.5,Good News,Good News,Good News,Good News,negative,0,0,0,0,0
13,0zs7j0mw,3,1,7,2,16,Science and Technology,3,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,0,2,0zs7j0mw2,1.0,1,9,0,1,0,0,1,1.0,1,11,0.0,Male non-US National,1.0059758228621134,0.0059580384485066,0,0,0,0,0,3,5,5,3,1,1,1,1,1,1,1,1,1,47,61,84,63,Switcher,1,1,1,1,41,45,58,49,0,0.0,6.0,0.0,3.3333333333333335,2.6666666666666665,0,1,0,0.0,2.6666666666666665,0.0,Good News,disconfirming,less than 5,2.6666666666666665,2.6666666666666665,2.0,2.0,0.0,0.0,-1.0,-1.0,2.3333333333333335,2.3333333333333335,1.0,1.0,Good News,Good News,Good News,Good News,positive,0,0,0,0,0
14,0zs7j0mw,4,0,7,0,16,Science and Technology,3,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,-1.0,1,9,0,0,0,0,-1,-2.0,1,11,0.0,Male non-US National,1.6437975332201398,0.4970091340742074,2,0,0,0,2,5,5,5,5,0,-2,0,0,0,4,0,0,0,47,61,84,63,Switcher,2,0,0,0,41,45,58,49,0,1.0,3.0,1.0,3.25,-0.25,0,1,0,-0.0,-0.25,-0.0,Bad News,confirming,less than 5,3.25,3.25,2.75,2.75,2.0,0.0,0.0,0.0,1.75,1.75,2.25,2.25,Good News,Good News,Good News,Good News,negative,0,0,0,0,0
15,0zs7j0mw,5,0,8,1,16,Science and Technology,2,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,0.0,0,9,1,0,0,0,0,1.0,1,11,2.0,Male non-US National,0.38651308272834556,-0.9505895622950733,0,0,0,0,0,5,2,5,5,0,0,0,0,0,0,0,0,0,47,61,84,63,Switcher,0,0,0,0,41,45,58,49,0,1.0,3.0,0.0,3.0,0.0,0,1,0,0.0,0.0,0.0,No News,neutral,less than 5,3.0,3.6,3.2,3.2,-2.0,0.0,0.0,0.0,-1.0,1.4,1.7999999999999998,1.7999999999999998,Bad News,Good News,Good News,Good News,negative,0,0,0,0,0
16,0zs7j0mw,6,2,10,2,16,Science and Technology,0,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,0,2,0zs7j0mw2,2.0,1,9,0,1,0,0,1,1.0,1,11,1.0,Male non-US National,0.09416091895188827,-2.3627500566056887,0,0,0,0,0,5,5,5,5,2,2,2,2,2,4,4,4,4,47,61,84,63,Switcher,2,2,2,2,41,45,58,49,0,0.0,2.0,0.0,2.5,-0.5,0,1,0,-0.0,-0.5,-0.0,Bad News,confirming,less than 5,3.3333333333333335,3.8333333333333335,3.5,3.5,0.0,0.0,0.0,0.0,1.6666666666666665,1.1666666666666665,1.5,1.5,Good News,Good News,Good News,Good News,negative,0,0,0,0,0
17,0zs7j0mw,7,1,5,1,16,Science and Technology,5,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,-1.0,1,9,1,0,0,0,0,-1.0,1,11,2.0,Male non-US National,1.0048205255367346,0.004808944007966496,0,0,0,0,0,5,3,3,5,1,1,1,1,1,1,1,1,1,47,61,84,63,Switcher,1,1,1,1,41,45,58,49,0,0.0,0.0,2.0,2.857142857142857,-2.857142857142857,0,1,0,-0.0,-2.857142857142857,-0.0,Bad News,confirming,5,3.2857142857142856,3.7142857142857144,3.7142857142857144,3.7142857142857144,0.0,0.0,0.0,0.0,-0.2857142857142856,-0.7142857142857144,1.2857142857142856,1.2857142857142856,Bad News,Bad News,Good News,Good News,negative,0,0,0,0,0
18,0zs7j0mw,8,2,10,0,16,Science and Technology,0,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,1.0,1,9,0,0,0,0,-1,-1.0,1,11,0.0,Male non-US National,1.2276885706363392,0.20513319058759893,0,0,0,0,0,5,7,7,5,2,2,2,2,2,4,4,4,4,47,61,84,63,Switcher,2,2,2,2,41,45,58,49,0,0.0,5.0,1.0,2.5,2.5,0,1,0,0.0,2.5,0.0,Good News,disconfirming,less than 5,3.75,4.125,3.875,3.875,0.0,0.0,0.0,0.0,3.25,2.875,1.125,1.125,Good News,Good News,Good News,Good News,neutral,0,0,0,0,0
19,0zs7j0mw,9,0,6,1,16,Science and Technology,4,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,-2.0,1,9,1,0,0,0,0,1.0,1,11,1.0,Male non-US National,1.1757606870863297,0.16191533139246486,0,0,0,0,0,5,4,4,5,0,0,0,0,0,0,0,0,0,47,61,84,63,Switcher,0,0,0,0,41,45,58,49,0,1.0,0.0,2.0,2.6666666666666665,-2.6666666666666665,0,1,0,-0.0,-2.6666666666666665,-0.0,Bad News,confirming,less than 5,3.7777777777777777,4.111111111111111,4.0,4.0,0.0,0.0,0.0,0.0,0.22222222222222232,-0.11111111111111072,1.0,1.0,Good News,Bad News,Good News,Good News,negative,0,0,0,0,0
20,0zs7j0mw,10,1,7,2,16,Science and Technology,3,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,0,2,0zs7j0mw2,1.0,1,9,0,1,0,0,1,1.0,1,11,0.0,Male non-US National,1.0059758228621134,0.0059580384485066,0,0,0,0,0,5,3,3,5,1,1,1,1,1,1,1,1,1,47,61,84,63,Switcher,1,1,1,1,41,45,58,49,0,0.0,4.0,0.0,2.7,1.2999999999999998,0,1,0,0.0,1.2999999999999998,0.0,Good News,disconfirming,less than 5,3.7,4.0,4.1,4.1,0.0,0.0,0.0,0.0,-0.7000000000000002,-1.0,0.9000000000000004,0.9000000000000004,Bad News,Bad News,Good News,Good News,negative,0,0,0,0,0
21,0zs7j0mw,11,0,6,1,16,Science and Technology,4,1,75,2,0,ego,0,1,0,under,Male,non-US National,-1,-1,2,0zs7j0mw2,-1.0,1,9,1,0,0,0,0,-1.0,1,11,1.0,Male non-US National,1.119092792160862,0.11251835007484413,0,0,0,0,0,5,2,2,5,0,0,0,0,0,0,0,0,0,47,61,84,63,Switcher,0,0,0,0,41,45,58,49,0,1.0,3.0,1.0,2.8181818181818183,0.18181818181818166,0,1,0,0.0,0.18181818181818166,0.0,Good News,disconfirming,less than 5,3.5454545454545454,3.8181818181818183,4.181818181818182,4.181818181818182,0.0,0.0,0.0,0.0,-1.5454545454545454,-1.8181818181818183,0.8181818181818183,0.8181818181818183,Bad News,Bad News,Good News,Good News,negative,0,0,0,0,0
22,13f4qqvo,1,1,9,2,13,Science and Technology,1,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,1,2,13f4qqvo2,,0,1,1,0,0,0,0,0.0,0,6,1.0,Male non-US National,,,2,2,1,1,2,0,0,0,0,0,-1,-1,0,0,1,1,0,0,21,26,44,20,Switcher,1,1,0,0,19,24,36,20,0,0.0,,,1.0,,1,0,0,,,,Bad News,,less than 5,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,No News,No News,No News,No News,negative,1,1,1,1,0
23,13f4qqvo,2,1,7,1,13,Science and Technology,3,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,0,2,13f4qqvo2,0.0,0,1,0,1,0,0,-1,-1.0,1,6,1.0,Male non-US National,0.9940596754650509,-0.005958038448506603,0,0,1,1,0,2,1,1,2,0,1,1,0,0,1,1,0,0,21,26,44,20,Switcher,1,1,0,0,19,24,36,20,0,0.0,1.0,1.0,2.0,-1.0,1,0,0,-1.0,-0.0,-0.0,Bad News,disconfirming,less than 5,0.5,0.5,1.0,1.0,-2.0,-2.0,0.0,0.0,0.5,0.5,1.0,1.0,Good News,Good News,Good News,Good News,negative,1,1,1,1,0
24,13f4qqvo,3,1,7,1,13,Science and Technology,3,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,0,2,13f4qqvo2,0.0,0,1,0,1,0,0,-1,0.0,0,6,0.0,Male non-US National,1.0,0.0,0,0,0,0,0,2,5,5,2,1,1,1,1,1,1,1,1,1,21,26,44,20,Switcher,1,1,1,1,19,24,36,20,0,0.0,3.0,1.0,2.3333333333333335,0.6666666666666665,1,0,0,0.6666666666666665,0.0,0.0,Good News,confirming,less than 5,2.0,2.0,1.3333333333333333,1.3333333333333333,0.0,0.0,-1.0,-1.0,3.0,3.0,0.6666666666666667,0.6666666666666667,Good News,Good News,Good News,Good News,negative,1,1,1,1,0
25,13f4qqvo,4,0,7,2,13,Science and Technology,3,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,1,2,13f4qqvo2,-1.0,1,1,1,0,0,0,0,1.0,1,6,0.0,Male non-US National,0.738047139526085,-0.30374758172497396,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,3.0,1.0,2.5,0.5,1,0,0,0.5,0.0,0.0,Good News,confirming,less than 5,2.5,2.5,2.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,2.0,Good News,Good News,Good News,Good News,negative,1,1,1,1,0
26,13f4qqvo,5,0,8,1,13,Science and Technology,2,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,0,2,13f4qqvo2,0.0,0,1,0,1,0,0,-1,-1.0,1,6,0.0,Male non-US National,1.5935160384623337,0.46594291975233043,0,0,0,0,0,4,5,5,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,3.0,0.0,2.4,0.6000000000000001,1,0,0,0.6000000000000001,0.0,0.0,Good News,confirming,less than 5,3.0,3.0,2.4,2.4,0.0,0.0,0.0,0.0,2.0,2.0,1.6,1.6,Good News,Good News,Good News,Good News,negative,1,1,1,1,0
27,13f4qqvo,6,0,2,0,13,Science and Technology,8,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,-1,2,13f4qqvo2,0.0,0,1,0,0,0,0,-2,-1.0,1,6,0.0,Male non-US National,0.06768107162841873,-2.69294873005629,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,2.0,0.0,3.3333333333333335,-1.3333333333333335,1,0,0,-1.3333333333333335,-0.0,-0.0,Bad News,disconfirming,more than 5,3.1666666666666665,3.1666666666666665,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,0.8333333333333335,0.8333333333333335,1.3333333333333335,1.3333333333333335,Good News,Good News,Good News,Good News,negative,1,1,1,1,0
28,13f4qqvo,7,0,3,0,13,Science and Technology,7,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,-1,2,13f4qqvo2,0.0,0,1,0,0,0,0,-2,0.0,0,6,0.0,Male non-US National,1.0,0.0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,8.0,0.0,3.857142857142857,4.142857142857142,1,0,0,4.142857142857142,0.0,0.0,Good News,confirming,more than 5,3.142857142857143,3.142857142857143,2.857142857142857,2.857142857142857,0.0,0.0,0.0,0.0,-0.1428571428571428,-0.1428571428571428,1.1428571428571428,1.1428571428571428,Bad News,Bad News,Good News,Good News,positive,1,1,1,1,0
29,13f4qqvo,8,0,5,0,13,Science and Technology,5,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,-1,2,13f4qqvo2,0.0,0,1,0,0,0,0,-2,0.0,0,6,0.0,Male non-US National,1.0,0.0,0,0,0,0,0,4,6,6,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,7.0,0.0,4.0,3.0,1,0,0,3.0,0.0,0.0,Good News,confirming,5,3.5,3.5,3.0,3.0,0.0,0.0,0.0,0.0,2.5,2.5,1.0,1.0,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
30,13f4qqvo,9,0,6,0,13,Science and Technology,4,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,-1,2,13f4qqvo2,0.0,0,1,0,0,0,0,-2,0.0,0,6,0.0,Male non-US National,1.0,0.0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,5.0,0.0,4.0,1.0,1,0,0,1.0,0.0,0.0,Good News,confirming,less than 5,3.4444444444444446,3.4444444444444446,3.111111111111111,3.111111111111111,0.0,0.0,0.0,0.0,-0.44444444444444464,-0.44444444444444464,0.8888888888888888,0.8888888888888888,Bad News,Bad News,Good News,Good News,neutral,1,1,1,1,0
31,13f4qqvo,10,0,8,1,13,Science and Technology,2,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,0,2,13f4qqvo2,0.0,0,1,0,1,0,0,-1,1.0,1,6,0.0,Male non-US National,0.38651308272834556,-0.9505895622950733,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,4.0,0.0,3.8,0.20000000000000018,1,0,0,0.20000000000000018,0.0,0.0,Good News,confirming,less than 5,3.4,3.4,3.2,3.2,0.0,0.0,0.0,0.0,-0.3999999999999999,-0.3999999999999999,0.7999999999999998,0.7999999999999998,Bad News,Bad News,Good News,Good News,negative,1,1,1,1,0
32,13f4qqvo,11,0,6,2,13,Science and Technology,4,2,100,1,0,ego,1,0,0,over,Male,non-US National,1,1,2,13f4qqvo2,0.0,0,1,1,0,0,0,0,1.0,1,6,2.0,Male non-US National,0.8935809496807633,-0.11251835007484401,0,0,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,0,21,26,44,20,Switcher,0,0,0,0,19,24,36,20,0,1.0,2.0,0.0,3.8181818181818183,-1.8181818181818183,1,0,0,-1.8181818181818183,-0.0,-0.0,Bad News,disconfirming,less than 5,3.1818181818181817,3.1818181818181817,3.272727272727273,3.272727272727273,0.0,0.0,0.0,0.0,-2.1818181818181817,-2.1818181818181817,0.7272727272727271,0.7272727272727271,Bad News,Bad News,Good News,Good News,negative,1,1,1,1,0
33,1c7v4nh9,1,2,9,1,14,Science and Technology,1,1,75,1,0,ego,0,0,1,correct,Male,US National,0,0,2,1c7v4nh92,,0,3,1,1,0,0,0,0.0,0,0,2.0,Male US National,,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,31,28,34,25,Self-Serving,1,1,1,1,27,24,30,23,3,0.0,,,1.0,,0,0,1,,,,Bad News,,less than 5,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,No News,No News,No News,No News,negative,0,0,1,0,0
34,1c7v4nh9,2,2,8,1,14,Science and Technology,2,1,75,1,0,ego,0,0,1,correct,Male,US National,0,0,2,1c7v4nh92,0.0,0,3,1,1,0,0,0,0.0,0,0,1.0,Male US National,1.0,0.0,0,0,1,1,0,2,2,2,2,1,2,2,1,1,4,4,1,1,31,28,34,25,Self-Serving,2,2,1,1,27,24,30,23,3,0.0,1.0,2.0,1.5,-0.5,0,0,1,-0.0,-0.0,-0.5,Bad News,disconfirming,less than 5,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,Good News,Good News,Good News,Good News,negative,0,0,1,0,0
35,1c7v4nh9,3,1,7,1,14,Science and Technology,3,1,75,1,0,ego,0,0,1,correct,Male,US National,0,0,2,1c7v4nh92,-1.0,1,3,1,1,0,0,0,0.0,0,0,1.0,Male US National,1.0,0.0,0,0,0,0,0,2,5,5,2,1,1,1,1,1,1,1,1,1,31,28,34,25,Self-Serving,1,1,1,1,27,24,30,23,3,0.0,2.0,2.0,2.0,0.0,0,0,1,0.0,0.0,0.0,No News,neutral,less than 5,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.0,0.0,-1.0,-1.0,2.6666666666666665,2.6666666666666665,0.6666666666666667,0.6666666666666667,Good News,Good News,Good News,Good News,negative,0,0,1,0,0
